code	in_dalarna_excel	in_blomma_json	in_vault
GMN3EQ	1	1	1
GMN3ER	1	1	1
GMN3ES	1	1	1
GMN3ET	1	1	1
GMN3EW	1	1	1
GMN3EX	1	1	1
GMN3EY	1	1	1
GMN3EZ	1	1	1
GMN3F2	1	1	1
GMN3F3	1	1	1
GMN3GY	1	1	1
GMN3JF	1	1	1
GMT228	1	1	1
GMT25Z	1	1	1
GMT2QF	1	1	1
GMT2WL	1	1	1
GMT338	1	1	1
GMT343	1	1	1
GMT344	1	1	1
GMT349	1	1	1
GMT34A	1	1	1
GMT34K	1	1	1
GMT34L	1	1	1
GMT34P	1	1	1
GMT34Q	1	1	1
GMT34R	1	1	1
GMT34W	1	1	1
GMT3BW	1	1	1
GMT3HZ	1	1	1
GMT3J2	1	1	1
GMT3J3	1	1	1
GMT3J4	1	1	1
GMT3JQ	0	0	1
GMT3JR	0	0	1
GMT3JT	0	0	1
GMT3JU	0	0	1
GMT3JV	0	0	1
GMT3JY	0	0	1
GMT3JZ	0	0	1
GNA2NT	1	1	1
GNA2RY	1	1	1
GNA3B7	1	1	1
GNA3B8	1	1	1
GNA3B9	1	1	1
GNA3BA	1	1	1
GNA3D9	1	1	1
GNA3DA	1	1	1
GNA3FN	1	1	1
GNV2KY	1	1	1
GNV367	1	1	1
GNV396	1	1	1
GNV3GU	1	1	1
GNV3GV	1	1	1
GPA2FL	1	1	1
GPA2FW	1	1	1
GPA2K3	1	1	1
GPA2KU	1	1	1
GPA2LM	1	1	1
GPA2LN	1	1	1
GPA2NY	1	1	1
GPA2P7	1	1	1
GPA2R6	1	1	1
GPA32D	1	1	1
GPA32E	1	1	1
GPA353	1	1	1
GPA354	1	1	1
GPA357	1	1	1
GPE2SA	1	1	1
GPE3AJ	1	1	1
GPG22J	1	1	1
GPG22K	1	1	1
GPG27X	1	1	1
GPG2E6	1	1	1
GPG2E7	1	1	1
GPG2LZ	1	1	1
GPG2M9	1	1	1
GPG2N7	1	1	1
GPG2QP	1	1	1
GPG2RH	1	1	1
GPG2RR	1	1	1
GPG2RS	1	1	1
GPG2S7	1	1	1
GPG2S8	1	1	1
GPG2S9	1	1	1
GPG2SC	1	1	1
GPG2SG	1	1	1
GPG2SH	1	1	1
GPG2TT	1	1	1
GPG2VW	1	1	1
GPG2VX	1	1	1
GPG2WR	1	1	1
GPG2YG	1	1	1
GPG2YH	1	1	1
GPG2Z3	1	1	1
GPG2Z4	1	1	1
GPG2Z6	1	1	1
GPG2Z7	1	1	1
GPG326	1	1	1
GPG327	1	1	1
GPG328	1	1	1
GPG329	1	1	1
GPG32A	1	1	1
GPG33D	1	1	1
GPG33E	1	1	1
GPG33F	1	1	1
GPG36A	1	1	1
GPG36B	1	1	1
GPG3AB	1	1	1
GPG3AC	1	1	1
GPG3AD	1	1	1
GPG3AE	1	1	1
GPG3AF	1	1	1
GPG3AG	1	1	1
GPG3BD	1	1	1
GPG3BE	1	1	1
GPG3CF	1	1	1
GPG3CG	1	1	1
GPG3CH	1	1	1
GPG3CJ	1	1	1
GPG3CK	1	1	1
GPG3CL	1	1	1
GPG3CN	1	1	1
GPG3EU	1	1	1
GPG3EV	1	1	1
GPG3FR	1	1	1
GPG3FS	1	1	1
GPG3FT	1	1	1
GPG3FU	1	1	1
GPG3FV	1	1	1
GPG3JC	1	1	1
GPG3JD	1	1	1
GPG3JP	0	0	1
GPR256	1	1	1
GPR279	1	1	1
GPR2VP	1	1	1
GPR2W2	1	1	1
GPR2X8	1	1	1
GPR2X9	1	1	1
GPR2XA	1	1	1
GPR2XR	1	1	1
GPR2XS	1	1	1
GPR2Z2	1	1	1
GPR3E5	1	1	1
GPR3GM	1	1	1
GPR3GN	1	1	1
GPR3GP	1	1	1
GPR3GR	1	1	1
GRK2EF	1	1	1
GRK2JJ	1	1	1
GRK2JK	1	1	1
GRK2KL	1	1	1
GRK2P3	1	1	1
GRK2P4	1	1	1
GRK2Q4	1	1	1
GRK2Q5	1	1	1
GRK2R7	1	1	1
GRK2R8	1	1	1
GRK2TW	1	1	1
GRK2TY	1	1	1
GRK2TZ	1	1	1
GRK323	1	1	1
GRK324	1	1	1
GRK32C	1	1	1
GRK366	1	1	1
GRK36J	1	1	1
GRK36M	1	1	1
GRK36N	1	1	1
GRK3B4	1	1	1
GRK3CQ	1	1	1
GRV22R	1	1	1
GRV266	1	1	1
GRV2CE	1	1	1
GRV2FC	1	1	1
GRV2MK	1	1	1
GRV3BF	1	1	1
GRY284	1	1	1
GRY285	1	1	1
GRY286	1	1	1
GRY287	1	1	1
GRY28H	1	1	1
GRY28J	1	1	1
GRY28K	1	1	1
GRY28L	1	1	1
GRY28P	1	1	1
GRY28U	1	1	1
GRY2B3	1	1	1
GRY2B4	1	1	1
GRY2BR	1	1	1
GRY2BS	1	1	1
GRY2HL	1	1	1
GRY2LE	1	1	1
GRY2YW	1	1	1
GRY325	1	1	1
GRY36F	1	1	1
GRY36G	1	1	1
GRY36H	1	1	1
GRY37X	1	1	1
GRY38R	1	1	1
GRY38S	1	1	1
GRY38T	1	1	1
GSA24U	1	1	1
GSA24V	1	1	1
GSA27Y	1	1	1
GSA2AF	1	1	1
GSA2BV	1	1	1
GSA2DW	1	1	1
GSA2E3	1	1	1
GSA2E4	1	1	1
GSA2E5	1	1	1
GSA2GZ	1	1	1
GSA2NA	1	1	1
GSA2NC	1	1	1
GSA2RE	1	1	1
GSA2SD	1	1	1
GSA2SE	1	1	1
GSA2XN	1	1	1
GSA32Y	1	1	1
GSA352	1	1	1
GSA3AS	1	1	1
GSA3DM	1	1	1
GSA3DN	1	1	1
GSA3DP	1	1	1
GSA3DQ	1	1	1
GSA3DR	1	1	1
GSA3DS	1	1	1
GSA3FK	1	1	1
GSA3FL	1	1	1
GSA3HA	1	1	1
GSK2C9	1	1	1
GSK2K2	1	1	1
GSK2PM	1	1	1
GSK2PN	1	1	1
GSK2PP	1	1	1
GSK2PQ	1	1	1
GSK2PR	1	1	1
GSK2PS	1	1	1
GSK2PT	1	1	1
GSK2PU	1	1	1
GSK2PV	1	1	1
GSK2PW	1	1	1
GSK2QE	1	1	1
GSK2UH	1	1	1
GSK2UJ	1	1	1
GSK38P	1	1	1
GSO2PL	1	1	1
GSO2UA	1	1	1
GSO2UC	1	1	1
GSO2XU	1	1	1
GSO2XV	1	1	1
GSO33U	1	1	1
GSO36X	1	1	1
GSO3D8	1	1	1
GSP28C	1	1	1
GSP2FQ	1	1	1
GSP2FR	1	1	1
GSP2JH	1	1	1
GSP2KS	1	1	1
GSP2SK	1	1	1
GSP2SL	1	1	1
GSP2SR	1	1	1
GSP2W6	1	1	1
GSP2W7	1	1	1
GSP2W8	1	1	1
GSP2YT	1	1	1
GSP39N	1	1	1
GSP3GW	1	1	1
GSQ23J	1	1	1
GSQ23K	1	1	1
GSQ25F	1	1	1
GSQ25J	1	1	1
GSQ25K	1	1	1
GSQ25N	1	1	1
GSQ2DH	1	1	1
GSQ2H7	1	1	1
GSQ2J4	1	1	1
GSQ2L8	1	1	1
GSQ2L9	1	1	1
GSQ2LA	1	1	1
GSQ2MC	1	1	1
GSQ2PH	1	1	1
GSQ2R5	1	1	1
GSQ2VY	1	1	1
GSQ2WM	1	1	1
GSQ2Y2	1	1	1
GSQ33M	1	1	1
GSQ33N	1	1	1
GSR2A5	1	1	1
GSR2KZ	1	1	1
GSR2ZH	1	1	1
GSR38B	1	1	1
GSR3BZ	1	1	1
GSS22M	1	1	1
GSS22P	1	1	1
GSS2BY	1	1	1
GSS2BZ	1	1	1
GSS2C4	1	1	1
GSS2C5	1	1	1
GSS2C6	1	1	1
GSS2FJ	1	1	1
GSS2FK	1	1	1
GSS2G8	1	1	1
GSS2GP	1	1	1
GSS2J5	1	1	1
GSS2JA	1	1	1
GSS2L2	1	1	1
GSS2MN	1	1	1
GSS2QV	1	1	1
GSS2XE	1	1	1
GSS35H	1	1	1
GSS36C	1	1	1
GSS39P	1	1	1
GSS39Q	1	1	1
GSS39R	1	1	1
GSS39S	1	1	1
GSS39T	1	1	1
GSS39U	1	1	1
GSS3BG	1	1	1
GSS3BH	1	1	1
GSS3BJ	1	1	1
GSS3BK	1	1	1
GSS3BL	1	1	1
GSS3BM	1	1	1
GSS3BN	1	1	1
GSS3BP	1	1	1
GSS3C6	1	1	1
GSS3C7	1	1	1
GSS3H8	1	1	1
GSS3H9	1	1	1
GSS3HB	1	1	1
GSS3HC	1	1	1
GSS3HD	1	1	1
GSS3HE	1	1	1
GSS3HF	1	1	1
GSS3HG	1	1	1
GSS3HH	1	1	1
GSS3HJ	1	1	1
GSS3K2	0	0	1
GST2CL	1	1	1
GSV2BN	1	1	1
GSV2BP	1	1	1
GSV2P9	1	1	1
GSV2ZU	1	1	1
GSV2ZV	1	1	1
GSV2ZW	1	1	1
GSV2ZX	1	1	1
GSV3DD	1	1	1
GSV3DE	1	1	1
GSV3DF	1	1	1
GSV3FP	1	1	1
GSV3JE	1	1	1
GT1040	0	1	0
GT1041	0	1	0
GT1044	0	1	0
GT1045	0	1	0
GT2047	0	1	0
GTR22D	1	1	1
GTR265	1	1	1
GTR26E	1	1	1
GTR296	1	1	1
GTR29Q	1	1	1
GTR2CT	1	1	1
GTR2DG	1	1	1
GTR2DP	1	1	1
GTR2G6	1	1	1
GTR2HA	1	1	1
GTR2K8	1	1	1
GTR2UM	1	1	1
GTR2UP	1	1	1
GTR3A4	1	1	1
GTR3AU	1	1	1
GTR3B6	1	1	1
GTR3D7	1	1	1
GTY23C	1	1	1
GTY2N3	1	1	1
GTY2N4	1	1	1
GTY2N5	1	1	1
GTY2ST	1	1	1
GTY2SU	1	1	1
GTY2SV	1	1	1
GTY2SW	1	1	1
GTY2SY	1	1	1
GTY2SZ	1	1	1
GTY2W5	1	1	1
GTY32H	1	1	1
GTY369	1	1	1
GTY3CT	1	1	1
GTY3CU	1	1	1
GTY3J5	1	1	1
GTY3J6	1	1	1
GTY3J7	1	1	1
GTY3J8	1	1	1
GTY3J9	1	1	1
GTY3JA	1	1	1
GTY3JB	1	1	1
GVV3JJ	1	1	1
GVV3JK	1	1	1
GVÅ25T	1	1	0
GVÅ2AP	1	1	0
GVÅ2GT	1	1	0
GVÅ2H6	1	1	0
GVÅ2HM	1	1	0
GVÅ2N9	1	1	0
GVÅ2R2	1	1	0
GVÅ2RA	1	1	0
GVÅ2RT	1	1	0
GVÅ2RU	1	1	0
GVÅ2RV	1	1	0
GVÅ2S3	1	1	0
GVÅ2VZ	1	1	0
GVÅ2WS	1	1	0
GVÅ2ZG	1	1	0
GVÅ2ZY	1	1	0
GVÅ35Q	1	1	0
GVÅ36W	1	1	0
GVÅ37G	1	1	0
GVÅ37H	1	1	0
GVÅ37J	1	1	0
GVÅ37K	1	1	0
GVÅ37L	1	1	0
GVÅ37Y	1	1	0
GVÅ382	1	1	0
GVÅ383	1	1	0
GVÅ384	1	1	0
GVÅ385	1	1	0
GVÅ386	1	1	0
GVÅ387	1	1	0
GVÅ388	1	1	0
GVÅ389	1	1	0
GVÅ38A	1	1	0
HI1004	1	1	1
HI1006	1	1	1
HI1008	1	1	1
HI1009	1	1	1
HI1011	1	1	1
HI1013	1	1	1
HI1014	1	1	1
HI1015	1	1	1
HI1018	1	1	1
HI1019	1	1	1
HI2011	1	1	1
HI2012	1	1	1
HI2013	1	1	1
HI2014	1	1	1
HI2015	1	1	1
HI2016	1	1	1
HI2017	1	1	1
HI3019	1	1	1
HI3020	1	1	1
IE1006	0	1	0
IE1034	0	1	0
IE1035	0	1	0
IE1042	0	1	0
IE1068	1	1	1
IE1069	1	1	1
IE1076	1	1	1
IE2003	1	1	1
IE2005	0	1	0
IH1001	1	1	1
IH1002	1	1	1
IH1003	1	1	1
IH1004	1	1	1
IH1005	1	1	1
IH1006	1	1	1
IH1007	1	1	1
IH1008	1	1	1
IH1009	1	1	1
IH1010	1	1	1
IH1011	1	1	1
IH1012	1	1	1
IH1015	1	1	1
IH1020	1	1	1
IH1023	1	1	1
IH1024	1	1	1
IH1025	1	1	1
IH1026	1	1	1
IH1029	1	1	1
IH1037	0	1	0
IH1060	0	1	0
IH1062	1	1	1
IH1082	1	1	1
IH1084	0	1	0
IH1090	0	1	0
IH1095	1	1	1
IH1096	1	1	1
IH1097	1	1	1
IH1098	1	1	1
IH1099	1	1	1
IH1100	1	1	1
IH1101	1	1	1
IH1102	1	1	1
IH1111	1	1	1
IH1113	1	1	1
IH1114	1	1	1
IH1122	1	1	1
IH1125	0	1	0
IH1130	1	1	1
IH1133	0	1	0
IH2001	1	1	1
IH2002	1	1	1
IH2003	1	1	1
IH2004	1	1	1
IH2005	1	1	1
IH2006	1	1	1
IH3006	0	1	0
IH3007	1	1	1
IK1011	0	1	0
IK1032	1	1	1
IK1044	0	1	0
IK1064	1	1	1
IK1066	1	1	1
IT1034	1	1	1
JP1034	0	1	0
JP1035	0	1	0
JP1036	0	1	0
JP1037	0	1	0
JP1041	0	1	0
JP1043	0	1	0
JP1045	1	1	1
JP1046	1	1	1
JP1050	1	1	1
JP2004	0	1	0
JP2006	0	1	0
JP2007	0	1	0
JP2009	0	1	0
JP2013	1	1	1
KG1005	1	1	1
KG1010	1	1	1
KG1016	1	1	1
KG1020	1	1	1
KG1021	1	1	1
KG1022	1	1	1
KG1024	1	1	1
KG1025	1	1	1
KG1027	1	1	1
KG2001	1	1	1
KG2003	1	1	1
KG2005	1	1	1
KG3010	1	1	1
KG3011	1	1	1
KG3014	1	1	1
KG3015	1	1	1
KG3016	1	1	1
KG3018	1	1	1
KG3019	1	1	1
KI1030	1	1	1
KI1031	1	1	1
KI1034	1	1	1
KI1043	1	1	1
KI1045	1	1	1
KI1046	1	1	1
KI1047	1	1	1
KI1051	1	1	1
KI2001	1	1	1
KI2012	1	1	1
LP1002	0	1	0
LP1032	1	1	1
LP1052	1	1	1
LP1053	1	1	1
LP1054	1	1	1
LP1064	1	1	1
LP1065	1	1	1
LP1071	1	1	1
LP1072	1	1	1
LP1074	1	1	1
LP1075	1	1	1
LP1076	1	1	1
LP1080	1	1	1
LP2009	1	1	1
LP2010	1	1	1
LP2012	1	1	1
LP2013	1	1	1
MA0011	1	1	1
MA0013	1	1	1
MA1040	1	1	1
MA1042	1	1	1
MC1072	1	1	1
MC1077	1	1	1
MC1079	1	1	1
MC2017	1	1	1
MC2020	1	1	1
MC2022	0	1	0
MC2023	1	1	1
MC3018	0	1	0
MC3019	0	1	0
MC3027	1	1	1
MD1080	0	1	0
MD1081	0	1	0
MD1082	0	1	0
MD1083	0	1	0
MD1085	1	1	1
MD1094	0	1	0
MD1097	1	1	1
MD1098	1	1	1
MD1103	1	1	1
MD1111	0	1	0
MD2022	1	1	1
MD2023	1	1	1
MD2024	1	1	1
MD2025	1	1	1
MD2026	1	1	1
MD3005	0	1	0
MI4001	1	1	1
MI4002	1	1	1
MIKR002	1	1	0
MT1018	0	1	0
MT1020	0	1	0
MT1033	1	1	1
MT1034	0	1	0
MT1035	0	1	0
MT1036	0	1	0
MT1038	0	1	0
MT1039	0	1	0
MT1043	0	1	0
MT1046	0	1	0
MT1047	0	1	0
MT1048	0	1	0
MT1060	1	1	1
MT1061	0	1	0
MT1068	1	1	1
MT1074	1	1	1
MT2006	1	1	1
MÄ0007	0	1	0
MÄ0012	0	1	0
MÖ1003	0	1	0
MÖ4003	0	1	0
MÖ4005	1	1	0
NA1003	1	1	1
NA1024	1	1	1
NA1025	1	1	1
NA1026	1	1	1
NA1027	1	1	1
NA1028	1	1	1
NA1029	1	1	1
NA1030	1	1	1
NA1031	1	1	1
NA1032	1	1	1
NA1033	1	1	1
NA1035	1	1	1
NA1036	1	1	1
NA1039	1	1	1
NA1040	1	1	1
NA2001	1	1	1
NA2008	1	1	1
NA2009	1	1	1
NA3001	1	1	1
NA3005	1	1	1
NA3007	1	1	1
NA3008	1	1	1
NA3010	1	1	1
NA3011	1	1	1
NV1024	1	1	1
NV1027	1	1	1
NV1035	1	1	1
NV1036	1	1	1
NV3001	1	1	1
PA1001	0	1	0
PA2008	1	1	1
PA2009	1	1	1
PA2010	1	1	1
PA2011	1	1	1
PE1010	1	1	1
PE1011	1	1	1
PE1018	1	1	1
PE1020	1	1	1
PE1021	1	1	1
PE1023	1	1	1
PE1032	1	1	1
PE1039	1	1	1
PE1050	1	1	1
PE1052	1	1	1
PE1053	1	1	1
PE1054	1	1	1
PE1055	1	1	1
PE1056	1	1	1
PE1057	1	1	1
PE1058	1	1	1
PE1059	1	1	1
PE1060	1	1	1
PE1061	0	1	0
PE1062	1	1	1
PE1063	1	1	1
PE1064	1	1	1
PE1065	1	1	1
PE1066	1	1	1
PE1067	1	1	1
PE1068	1	1	1
PE1069	1	1	1
PE1070	1	1	1
PE1071	1	1	1
PE1072	1	1	1
PE1073	1	1	1
PE1074	1	1	1
PE1075	1	1	1
PE1076	1	1	1
PE1077	1	1	1
PE1078	0	1	0
PE2005	1	1	1
PE2007	1	1	1
PE2016	1	1	1
PE2017	1	1	1
PE3002	1	1	1
PE3003	1	1	1
PE3004	1	1	1
PE3012	1	1	1
PG2003	0	1	0
PG2043	1	1	1
PG2048	1	1	1
PG3023	1	1	1
PG3024	1	1	1
PG3025	1	1	1
PG3031	1	1	1
PG3041	1	1	1
PG3056	1	1	1
PG3061	1	1	1
PG3065	1	1	1
PG3069	1	1	1
PR1017	1	1	1
PR1018	1	1	1
PR1019	1	1	1
PR1021	1	1	1
PR1024	1	1	1
PR2003	1	1	1
PR2004	1	1	1
PR2005	1	1	1
PS1018	1	1	1
RK1068	1	1	1
RK2008	0	1	0
RK2034	1	1	1
RK2038	1	1	1
RK3026	0	1	0
RK3043	1	1	1
RV1001	1	1	1
RV1002	1	1	1
RV1003	1	1	1
RV1004	1	1	1
RV1009	1	1	1
RV1015	1	1	1
RV1026	1	1	1
RV1034	1	1	1
RV1037	1	1	1
RV1038	1	1	1
RV1039	1	1	1
RV1043	1	1	1
RV1044	1	1	1
RV1045	1	1	1
RV1046	1	1	1
RV1047	1	1	1
RV1048	1	1	1
RV1049	1	1	1
RV1050	1	1	1
RV1051	1	1	1
RV1052	1	1	1
RV1053	1	1	1
RV1054	1	1	1
RV1055	1	1	1
RV1056	1	1	1
RV1057	1	1	1
RV1058	1	1	1
SA1014	0	1	0
SA1032	1	1	1
SA1037	1	1	1
SA1040	1	1	1
SA1045	1	1	1
SA1046	1	1	1
SA1048	1	1	1
SA2009	0	1	0
SA2020	1	1	1
SA3008	1	1	1
SK1018	1	1	1
SK1050	1	1	1
SK1054	1	1	1
SK1055	1	1	1
SK1058	1	1	1
SK1060	1	1	1
SK1062	1	1	1
SK1064	1	1	1
SK1065	1	1	1
SK2009	1	1	1
SK2011	1	1	1
SK2013	1	1	1
SK2015	1	1	1
SK2016	1	1	1
SO1006	1	1	1
SO1019	1	1	1
SO1027	1	1	1
SO1030	1	1	1
SO1033	1	1	1
SO1034	1	1	1
SO1037	1	1	1
SO1044	1	1	1
SO1047	1	1	1
SO3003	0	1	0
SO3004	0	1	0
SO3005	0	1	0
SO3006	0	1	0
SO3007	0	1	0
SO3008	0	1	0
SO3009	0	1	0
SO3010	0	1	0
SO3012	0	1	0
SO3013	0	1	0
SP1050	1	1	1
SP1051	1	1	1
SP1052	1	1	1
SP1053	1	1	1
SP2021	1	1	1
SP2022	1	1	1
SP2023	1	1	1
SP2024	1	1	1
SQ1003	1	1	1
SR3001	1	1	1
SR3002	1	1	1
SR3003	1	1	1
SR3004	1	1	1
SR3005	1	1	1
SR3006	1	1	1
SR3007	1	1	1
SR3008	1	1	1
SR3009	1	1	1
SR3010	1	1	1
SR3011	1	1	1
SR3012	1	1	1
SR3013	1	1	1
SR3014	1	1	1
SR3015	1	1	1
SS1012	0	1	0
SS1013	0	1	0
SS1014	0	1	0
SS1015	0	1	0
SS1016	0	1	0
SS1018	0	1	0
SS1020	0	1	0
SS1021	0	1	0
SS1022	0	1	0
SS1023	0	1	0
SS1024	0	1	0
SS1025	0	1	0
SS1026	0	1	0
SS1027	0	1	0
SS1028	0	1	0
SS1029	0	1	0
SS1030	0	1	0
SS1031	0	1	0
SS1032	0	1	0
SS1033	0	1	0
SS1034	0	1	0
SS1035	0	1	0
SS1036	0	1	0
SS1037	0	1	0
SS1038	0	1	0
SS1039	0	1	0
SS1040	0	1	0
SS1041	0	1	0
SS1042	0	1	0
SS1043	0	1	0
SS1045	0	1	0
SS1046	0	1	0
SS1048	0	1	0
SS1049	0	1	0
SS1051	0	1	0
SS1052	0	1	0
SS1064	0	1	0
SS1065	0	1	0
SS1066	0	1	0
SS1067	0	1	0
SS1068	0	1	0
SS1070	0	1	0
SS1071	0	1	0
SS1072	0	1	0
SS1073	0	1	0
SS1074	0	1	0
SS1075	0	1	0
SS1076	0	1	0
SS1077	0	1	0
SS1079	0	1	0
SS1080	0	1	0
SS1081	0	1	0
SS1082	0	1	0
SS1083	0	1	0
SS1085	1	1	1
SS1086	0	1	0
SS1087	0	1	0
SS2003	0	1	0
SS2005	0	1	0
SS2006	0	1	0
SS2007	1	1	1
SS2009	1	1	1
SS2010	0	1	0
SS2011	0	1	0
SS3002	1	1	1
SS3003	1	1	1
SS3004	1	1	1
SS3006	1	1	1
SS3007	1	1	1
SS3008	1	1	1
SS3009	1	1	1
SS3010	1	1	1
SS3011	1	1	1
SS3014	1	1	1
ST1001	0	1	0
ST1003	0	1	0
ST1004	0	1	0
ST1005	0	1	0
ST1006	0	1	0
ST1007	0	1	0
ST1008	0	1	0
ST1009	0	1	0
ST1011	0	1	0
ST1013	1	1	1
ST2001	0	1	0
ST2003	0	1	0
ST3001	0	1	0
ST3002	0	1	0
ST3008	0	1	0
TR1007	1	1	1
TR1011	1	1	1
TR1013	1	1	1
TR1016	1	1	1
TR1018	1	1	1
TR1019	1	1	1
TR1024	1	1	1
TR1025	1	1	1
TR1027	1	1	1
TR1028	1	1	1
TR1029	1	1	1
TR1030	1	1	1
TR1031	1	1	1
TR1033	1	1	1
TR1034	1	1	1
TR1035	1	1	1
TR1036	1	1	1
TR2004	1	1	1
TR2005	1	1	1
TR3006	1	1	1
TR3008	1	1	1
TR3009	1	1	1
TR3010	1	1	1
TY1005	0	1	0
TY1038	1	1	1
TY1049	1	1	1
TY1050	1	1	1
TY1066	1	1	1
TY1067	1	1	1
TY1068	1	1	1
TY1069	1	1	1
TY1070	1	1	1
TY1071	1	1	1
TY1073	1	1	1
TY2004	1	1	1
TY2007	1	1	1
TY2008	1	1	1
TY3010	1	1	1
TY3012	1	1	1
TY3013	1	1	1
TY3015	1	1	1
TY3016	1	1	1
VU1001	0	1	0
VU1005	0	1	0
VU1006	0	1	0
VU1008	0	1	0
VU1011	0	1	0
VU2003	0	1	0
VU2004	0	1	0
VV2001	1	1	1
VV2002	1	1	1
VV3003	1	1	1
VV3004	1	1	1
VV3006	1	1	1
VV3007	1	1	1
VV3009	1	1	1
VV3010	1	1	1
VV3011	1	1	1
VV3012	1	1	1
VV3014	1	1	1
VV3015	1	1	1
VV3017	1	1	1
VÅ1026	0	1	0
VÅ1046	1	1	0
VÅ1053	1	1	0
VÅ1055	1	1	0
VÅ1061	0	1	0
VÅ1062	1	1	0
VÅ2007	0	1	0
VÅ2017	1	1	0
VÅ3004	0	1	0
VÅ3023	1	1	0
VÅ3027	1	1	0
VÅ3094	1	1	0
VÅ3098	1	1	0
VÅ3127	1	1	0
VÅ3131	1	1	0
VÅ3132	1	1	0
VÅ3133	1	1	0
VÅ3137	1	1	0
VÅC069	0	1	0
