kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
GFÖ2B9,Ledarskap och organisationsbeteende,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2BA,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2BB,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2BC,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2BE,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2BF,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2BG,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2F4,Organisation och marknadsföring A,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2FF,Vetenskap och metod I,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2FG,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2HN,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2HP,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2HQ,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2JU,Förvaltningsekonomi,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2M8,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2PJ,Ekonomistyrning A,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2PK,,,,0,0,0,0,1,enbart_nedlagd
GFÖ2RL,Organisation A,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2UF,Hållbar företagsstrategi,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2WE,Extern redovisning A,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2WN,Redovisning B,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2WQ,Examensarbete för kandidatexamen i företagsekonomi,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2XB,Företagsekonomi C,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ2XW,Ekonomistyrning B,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ32F,Marknadsföring A,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ32P,Organisationsteori,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ35C,"Ekonomistyrning, grundläggande",IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ35J,Turismmarknadsföring,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ36L,Kommunikation i en interkulturell affärsmiljö,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ38U,Organisation B,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ398,Redovisning B,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ39A,Sport Management III,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ39J,Marknadsföring B,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ3FH,Sport Management I,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ3FJ,Sport Management II,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ3GL,Vetenskap och metod I,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ3JM,Ledning och marknadsföring i tjänsteföretag,IKS,FÖA,1,0,1,1,0,triangulerad
GFÖ3JN,Sport Management III,IKS,FÖA,1,0,1,1,0,triangulerad
GG1001,,,,0,0,0,0,1,enbart_nedlagd
GG1002,,,,0,0,0,0,1,enbart_nedlagd
GG1003,,,,0,0,0,0,1,enbart_nedlagd
GG1004,,,,0,0,0,0,1,enbart_nedlagd
GG1005,,,,0,0,0,0,1,enbart_nedlagd
GG1006,,,,0,0,0,0,1,enbart_nedlagd
GG1007,,,,0,0,0,0,1,enbart_nedlagd
GG1008,,,,0,0,0,0,1,enbart_nedlagd
GG1009,,,,0,0,0,0,1,enbart_nedlagd
GG1010,,,,0,0,0,0,1,enbart_nedlagd
GG1011,,,,0,0,0,0,1,enbart_nedlagd
GG1012,,,,0,0,0,0,1,enbart_nedlagd
GG1013,,,,0,0,0,0,1,enbart_nedlagd
GG1014,,,,0,0,0,0,1,enbart_nedlagd
GG1015,,,,0,0,0,0,1,enbart_nedlagd
GG1016,,,,0,0,0,0,1,enbart_nedlagd
GG1017,,,,0,0,0,0,1,enbart_nedlagd
GG1018,,,,0,0,0,0,1,enbart_nedlagd
GG1019,,,,0,0,0,0,1,enbart_nedlagd
GG1020,,,,0,0,0,0,1,enbart_nedlagd
GG1021,,,,0,0,0,0,1,enbart_nedlagd
GG1022,,,,0,0,0,0,1,enbart_nedlagd
GG1023,,,,0,0,0,0,1,enbart_nedlagd
GG1024,,,,0,0,0,0,1,enbart_nedlagd
GG1025,,,,0,0,0,0,1,enbart_nedlagd
GG1026,,,,0,0,0,0,1,enbart_nedlagd
GG1027,,,,0,0,0,0,1,enbart_nedlagd
GG1028,,,,0,0,0,0,1,enbart_nedlagd
GG1029,,,,0,0,0,0,1,enbart_nedlagd
GG1030,,,,0,0,0,0,1,enbart_nedlagd
GG1031,,,,0,0,0,0,1,enbart_nedlagd
GG1032,,,,0,0,0,0,1,enbart_nedlagd
GG1033,,,,0,0,0,0,1,enbart_nedlagd
GG1034,,,,0,0,0,0,1,enbart_nedlagd
GG1035,,,,0,0,0,0,1,enbart_nedlagd
GG1036,,,,0,0,0,0,1,enbart_nedlagd
GG2001,,,,0,0,0,0,1,enbart_nedlagd
GG2002,,,,0,0,0,0,1,enbart_nedlagd
GG2003,,,,0,0,0,0,1,enbart_nedlagd
GG2004,,,,0,0,0,0,1,enbart_nedlagd
GG2005,,,,0,0,0,0,1,enbart_nedlagd
GG2006,,,,0,0,0,0,1,enbart_nedlagd
GG2007,,,,0,0,0,0,1,enbart_nedlagd
GGA006,,,,0,0,0,0,1,enbart_nedlagd
GGA012,,,,0,0,0,0,1,enbart_nedlagd
GGA013,,,,0,0,0,0,1,enbart_nedlagd
GGA014,,,,0,0,0,0,1,enbart_nedlagd
GGA015,,,,0,0,0,0,1,enbart_nedlagd
GGB002,,,,0,0,0,0,1,enbart_nedlagd
GGB003,,,,0,0,0,0,1,enbart_nedlagd
GGC002,,,,0,0,0,0,1,enbart_nedlagd
GGD001,,,,0,0,0,0,1,enbart_nedlagd
GGT226,,,,0,0,0,0,1,enbart_nedlagd
GHI29Y,Historia III med didaktisk inriktning för gymnasieskolan,IKS,HIA,1,0,1,1,0,triangulerad
GHI2CK,Introduktion till svensk kultur och samhälle,IKS,HIA,1,0,1,1,0,triangulerad
GHI2CN,Historia I,IKS,HIA,1,0,1,1,0,triangulerad
GHI2CP,Historia I med didaktisk inriktning,IKS,HIA,1,0,1,1,0,triangulerad
GHI2CQ,Historia II,IKS,HIA,1,0,1,1,0,triangulerad
GHI2CR,Historia II med didaktisk inriktning,IKS,HIA,1,0,1,1,0,triangulerad
GHI2FU,Introduktion till afrikastudier,IKS,HIA,1,0,1,1,0,triangulerad
GHI2Q6,Introduktion till Afrikas moderna historia,IKS,HIA,1,0,1,1,0,triangulerad
GHI32G,Historia II med didaktisk inriktning,IKS,HIA,1,0,1,1,0,triangulerad
GHI33T,Historia II,IKS,HIA,1,0,1,1,0,triangulerad
GHI33V,Historia I,IKS,HIA,1,0,1,1,0,triangulerad
GHI33W,Historia I med didaktisk inriktning,IKS,HIA,1,0,1,1,0,triangulerad
GHI35A,Historia III med didaktisk inriktning för gymnasieskolan,IKS,HIA,1,0,1,1,0,triangulerad
GHI362,"Historia III, med examensarbete för kandidatexamen",IKS,HIA,1,0,1,1,0,triangulerad
GHI374,Historia II med didaktisk inriktning för gymnasieskolan,IKS,HIA,1,0,1,1,0,triangulerad
GHI378,Historia II med didaktisk inriktning för grundskolans årskurs 7-9,IKS,HIA,1,0,1,1,0,triangulerad
GHI37M,De nationella minoriteternas samhällshistoria,IKS,HIA,1,0,1,1,0,triangulerad
GHI38Q,Global miljöhistoria,IKS,HIA,1,0,1,1,0,triangulerad
GHI3CP,Undervisning och lärande genom rollspel – inriktning historiedidaktik,IKS,HIA,1,0,1,1,0,triangulerad
GHI3JX,Historia III med didaktisk inriktning för utökad behörighet mot gymnasieskolan,IKS,HIA,0,0,0,1,0,nyare_än_andra
GIE25Q,,,,0,0,0,0,1,enbart_nedlagd
GIE26L,Industriell ekonomi - logistik och Supply Chain Management,IIT,IEA,1,0,1,1,0,triangulerad
GIE26M,Industriell ekonomi - organisation och ledarskap,IIT,IEA,1,0,1,1,0,triangulerad
GIE26N,Industriell ekonomi - underhåll och kvalitet,IIT,IEA,1,0,1,1,0,triangulerad
GIE26P,Industriell ekonomi - grundläggande kurs,IIT,IEA,1,0,1,1,0,triangulerad
GIE29N,Industriell ekonomi - Processer och projektledning,IIT,IEA,1,0,1,1,0,triangulerad
GIE29P,,,,0,0,0,0,1,enbart_nedlagd
GIE2GH,,,,0,0,0,0,1,enbart_nedlagd
GIE2L7,Lean,IIT,IEA,1,0,1,1,0,triangulerad
GIE2MF,Industriell ekonomi - verksamhetsstyrning,IIT,IEA,1,0,1,1,0,triangulerad
GIE2QS,Verksamhetsutveckling,IIT,IEA,1,0,1,1,0,triangulerad
GIE2QT,,,,0,0,0,0,1,enbart_nedlagd
GIE2RF,Examensarbete för högskoleexamen i Industriell ekonomi,IIT,IEA,1,0,1,1,0,triangulerad
GIE2XG,,,,0,0,0,0,1,enbart_nedlagd
GIE36Y,Cirkulär ekonomi och hållbar utveckling,IIT,IEA,1,0,1,1,0,triangulerad
GIE36Z,Industriell ekonomi - verksamhetsstyrning,IIT,IEA,1,0,1,1,0,triangulerad
GIE372,Industriella affärsprocesser,IIT,IEA,1,0,1,1,0,triangulerad
GIE3FW,Industriell marknadsföring,IIT,IEA,1,0,1,1,0,triangulerad
GIE3H2,Industriell ekonomi - grundläggande kurs,IIT,IEA,1,0,1,1,0,triangulerad
GIE3HX,Projektledning I,IKS,IEA,1,0,1,1,0,triangulerad
GIE3HY,Innovation,IKS,IEA,1,0,1,1,0,triangulerad
GIE3JG,Impact innovation - innovation för samhällsnytta,IIT,IEA,1,0,1,1,0,triangulerad
GIE3JH,Strategi och ekosystem,IIT,IEA,1,0,1,1,0,triangulerad
GIE3JS,Examensarbete för kandidatexamen i Industriell ekonomi,IIT,IEA,0,0,0,1,0,nyare_än_andra
GIE3JW,Innovation och entreprenörskap inom assisterande teknik,IIT,IEA,0,0,0,1,0,nyare_än_andra
GIH24A,Medier och kommunikation inom hälsa och idrott,IHV,IDA,1,0,1,1,0,triangulerad
GIH24T,,,,0,0,0,0,1,enbart_nedlagd
GIH24Z,,,,0,0,0,0,1,enbart_nedlagd
GIH252,,,,0,0,0,0,1,enbart_nedlagd
GIH253,,,,0,0,0,0,1,enbart_nedlagd
GIH25Y,,,,0,0,0,0,1,enbart_nedlagd
GIH262,,,,0,0,0,0,1,enbart_nedlagd
GIH264,,,,0,0,0,0,1,enbart_nedlagd
GIH288,,,,0,0,0,0,1,enbart_nedlagd
GIH28A,,,,0,0,0,0,1,enbart_nedlagd
GIH28B,,,,0,0,0,0,1,enbart_nedlagd
GIH2A6,Idrottspsykologi,IHV,IDA,1,0,1,1,0,triangulerad
GIH2AD,,,,0,0,0,0,1,enbart_nedlagd
GIH2D4,"Grundläggande judohistoria, judo i samhället och judodidaktik",IHV,IDA,1,0,1,1,0,triangulerad
GIH2D5,Grundläggande styrkelyftsdidaktik,IHV,IDA,1,0,1,1,0,triangulerad
GIH2D6,Grundläggande fysiologi och tillämpad idrottsfysiologi (Judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2D7,Grundläggande fysiologi och tillämpad idrottsfysiologi (Styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2D8,Judons tränarskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH2D9,Styrkelyftets tränarskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH2DB,Biomekanik (Judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2DC,Biomekanik (Styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2DD,Funktionell anatomi (Judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2DE,Funktionell anatomi (Styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2DV,,,,0,0,0,0,1,enbart_nedlagd
GIH2DX,,,,0,0,0,0,1,enbart_nedlagd
GIH2DY,,,,0,0,0,0,1,enbart_nedlagd
GIH2DZ,,,,0,0,0,0,1,enbart_nedlagd
GIH2E2,,,,0,0,0,0,1,enbart_nedlagd
GIH2EK,,,,0,0,0,0,1,enbart_nedlagd
GIH2EL,,,,0,0,0,0,1,enbart_nedlagd
GIH2EM,,,,0,0,0,0,1,enbart_nedlagd
GIH2EN,,,,0,0,0,0,1,enbart_nedlagd
GIH2EV,,,,0,0,0,0,1,enbart_nedlagd
GIH2EZ,,,,0,0,0,0,1,enbart_nedlagd
GIH2FE,,,,0,0,0,0,1,enbart_nedlagd
GIH2G4,Tillämpad rörelse- och prestationsanalys,IHV,IDA,1,0,1,1,0,triangulerad
GIH2JB,,,,0,0,0,0,1,enbart_nedlagd
GIH2LP,"Tränarskap, idrott, friluftsliv och hälsa i samhället",IHV,IDA,1,0,1,1,0,triangulerad
GIH2LQ,,,,0,0,0,0,1,enbart_nedlagd
GIH2LR,,,,0,0,0,0,1,enbart_nedlagd
GIH2LS,,,,0,0,0,0,1,enbart_nedlagd
GIH2LT,Idrottspedagogik (judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2LU,Idrottspedagogik (styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2LV,Tränings- och tävlingslära (judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2LW,Tränings- och tävlingslära (styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2LX,Motorisk kontroll och lärande (judo),IHV,IDA,1,0,1,1,0,triangulerad
GIH2LY,Motorisk kontroll och lärande (styrkelyft),IHV,IDA,1,0,1,1,0,triangulerad
GIH2M3,,,,0,0,0,0,1,enbart_nedlagd
GIH2M4,Motorisk kontroll och lärande (Klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH2M5,Tränings- och tävlingslära (Klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH2M6,Idrottspedagogik (klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH2M7,,,,0,0,0,0,1,enbart_nedlagd
GIH2NQ,,,,0,0,0,0,1,enbart_nedlagd
GIH2NR,"Grundläggande funktionell anatomi, biomekanik och rörelseanalys",IHV,IDA,1,0,1,1,0,triangulerad
GIH2QH,,,,0,0,0,0,1,enbart_nedlagd
GIH2QJ,,,,0,0,0,0,1,enbart_nedlagd
GIH2QK,Tillämpad anatomi och idrottsfysiologi,IHV,IDA,1,0,1,1,0,triangulerad
GIH2QL,"Motorisk kontroll, lärande och utveckling med didaktisk inriktning",IHV,IDA,1,0,1,1,0,triangulerad
GIH2R9,,,,0,0,0,0,1,enbart_nedlagd
GIH2RB,,,,0,0,0,0,1,enbart_nedlagd
GIH2RC,,,,0,0,0,0,1,enbart_nedlagd
GIH2RD,,,,0,0,0,0,1,enbart_nedlagd
GIH2RM,,,,0,0,0,0,1,enbart_nedlagd
GIH2UQ,,,,0,0,0,0,1,enbart_nedlagd
GIH2UR,Grundläggande vetenskaplig metod,IHV,IDA,1,0,1,1,0,triangulerad
GIH2US,,,,0,0,0,0,1,enbart_nedlagd
GIH2UT,,,,0,0,0,0,1,enbart_nedlagd
GIH2UU,,,,0,0,0,0,1,enbart_nedlagd
GIH2UV,,,,0,0,0,0,1,enbart_nedlagd
GIH2UW,,,,0,0,0,0,1,enbart_nedlagd
GIH2UX,,,,0,0,0,0,1,enbart_nedlagd
GIH2UY,Näringslära med inriktning mot idrott och fysisk aktivitet,IHV,IDA,1,0,1,1,0,triangulerad
GIH2UZ,,,,0,0,0,0,1,enbart_nedlagd
GIH2V2,,,,0,0,0,0,1,enbart_nedlagd
GIH2V3,,,,0,0,0,0,1,enbart_nedlagd
GIH2VJ,Idrottsmedicin,IHV,IDA,1,0,1,1,0,triangulerad
GIH2VK,Grundläggande upplevelseproduktion,IHV,IDA,1,0,1,1,0,triangulerad
GIH2VV,,,,0,0,0,0,1,enbart_nedlagd
GIH2WT,Fotbollstränare - inriktning barn och ungdom (6-15 år),IHV,IDA,1,0,1,1,0,triangulerad
GIH2WU,Fotbollstränare - inriktning senior- och elitförberedande ungdomsverksamhet,IHV,IDA,1,0,1,1,0,triangulerad
GIH2WV,,,,0,0,0,0,1,enbart_nedlagd
GIH2WW,,,,0,0,0,0,1,enbart_nedlagd
GIH2WX,Idrotten i samhället (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2WY,"Friluftsliv i närmiljön: orientering, vandring, paddling (VAL)",IHV,IDA,1,0,1,1,0,triangulerad
GIH2WZ,,,,0,0,0,0,1,enbart_nedlagd
GIH2X2,,,,0,0,0,0,1,enbart_nedlagd
GIH2X3,Träningslära för tävlingsinriktad idrott,IHV,IDA,1,0,1,1,0,triangulerad
GIH2X4,,,,0,0,0,0,1,enbart_nedlagd
GIH2XM,,,,0,0,0,0,1,enbart_nedlagd
GIH2XY,Idrottsvetenskaplig uppsats,IHV,IDA,1,0,1,1,0,triangulerad
GIH2YF,,,,0,0,0,0,1,enbart_nedlagd
GIH2YJ,,,,0,0,0,0,1,enbart_nedlagd
GIH2YS,,,,0,0,0,0,1,enbart_nedlagd
GIH2YX,,,,0,0,0,0,1,enbart_nedlagd
GIH2YY,,,,0,0,0,0,1,enbart_nedlagd
GIH2YZ,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZA,Vinterfriluftsliv genom skidor och skridskor (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2ZB,Hälsopedagogik (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2ZC,Humanbiologi 1 (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2ZD,Simning (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2ZE,Bedömning och betygssättning i idrott och hälsa (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH2ZJ,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZK,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZL,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZM,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZP,,,,0,0,0,0,1,enbart_nedlagd
GIH2ZZ,,,,0,0,0,0,1,enbart_nedlagd
GIH322,,,,0,0,0,0,1,enbart_nedlagd
GIH32Z,Verksamhetsförlagt projekt inom tränarskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH333,,,,0,0,0,0,1,enbart_nedlagd
GIH334,Sportjournalistik,IHV,IDA,1,0,1,1,0,triangulerad
GIH335,Entreprenörskap inom idrott och hälsa,IHV,IDA,1,0,1,1,0,triangulerad
GIH337,,,,0,0,0,0,1,enbart_nedlagd
GIH33J,Grundläggande fysiologi och tillämpad idrottsfysiologi (Klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH33K,Funktionell anatomi (Klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH33P,Biomekanik (Klättring),IHV,IDA,1,0,1,1,0,triangulerad
GIH34D,Kvalitativ och kvantitativ vetenskaplig metod,IHV,IDA,1,0,1,1,0,triangulerad
GIH34E,,,,0,0,0,0,1,enbart_nedlagd
GIH34F,,,,0,0,0,0,1,enbart_nedlagd
GIH34G,,,,0,0,0,0,1,enbart_nedlagd
GIH34S,"Lek, dans samt mål- och nätspel (VAL)",IHV,IDA,1,0,1,1,0,triangulerad
GIH34T,Humanbiologi 2 (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH34U,"Dans, gymnastik och friidrott (VAL)",IHV,IDA,1,0,1,1,0,triangulerad
GIH34V,"Arbetsmiljö, ergonomi och näringslära (VAL)",IHV,IDA,1,0,1,1,0,triangulerad
GIH35B,Examensarbete för kandidatexamen i idrotts- och hälsovetenskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH35P,Träningslära: styrkelyft för öppen klass och veteraner,IHV,IDA,1,0,1,1,0,triangulerad
GIH35T,Fördjupning inom idrottsvetenskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH35U,Idrottsvetenskaplig metod,IHV,IDA,1,0,1,1,0,triangulerad
GIH35V,Idrottens träningslära,IHV,IDA,1,0,1,1,0,triangulerad
GIH35W,Examensarbete för kandidatexamen i idrotts- och hälsovetenskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH35Y,,,,0,0,0,0,1,enbart_nedlagd
GIH35Z,Medier och kommunikation inom hälsa och idrott,IHV,IDA,1,0,1,1,0,triangulerad
GIH364,,,,0,0,0,0,1,enbart_nedlagd
GIH36P,,,,0,0,0,0,1,enbart_nedlagd
GIH36U,,,,0,0,0,0,1,enbart_nedlagd
GIH36V,,,,0,0,0,0,1,enbart_nedlagd
GIH37B,Mål- och nätspel (VAL),IHV,IDA,1,0,1,1,0,triangulerad
GIH37C,"Rörelse, rytm och dans (VAL)",IHV,IDA,1,0,1,1,0,triangulerad
GIH37N,Friluftsliv och bedömning i ämnet idrott och hälsa,IHV,IDA,1,0,1,1,0,triangulerad
GIH37P,Idrott och hälsa I med didaktisk inriktning åk 4-6,IHV,IDA,1,0,1,1,0,triangulerad
GIH37Q,Idrott och hälsa I med didaktisk inriktning,IHV,IDA,1,0,1,1,0,triangulerad
GIH37R,Idrott och hälsa II med didaktisk inriktning,IHV,IDA,1,0,1,1,0,triangulerad
GIH37S,Idrott och hälsa III med didaktisk inriktning,IHV,IDA,1,0,1,1,0,triangulerad
GIH38Y,Humanbiologi 2,IHV,IDA,1,0,1,1,0,triangulerad
GIH38Z,"Lek, dans samt mål- och nätspel",IHV,IDA,1,0,1,1,0,triangulerad
GIH392,"Friluftsliv i närmiljön: orientering, vandring, paddling",IHV,IDA,1,0,1,1,0,triangulerad
GIH393,Hälsopedagogik,IHV,IDA,1,0,1,1,0,triangulerad
GIH394,Idrotten i samhället,IHV,IDA,1,0,1,1,0,triangulerad
GIH395,"Arbetsmiljö, ergonomi och näringslära",IHV,IDA,1,0,1,1,0,triangulerad
GIH39B,Mål- och nätspel,IHV,IDA,1,0,1,1,0,triangulerad
GIH39C,"Rörelse, rytm och dans",IHV,IDA,1,0,1,1,0,triangulerad
GIH39D,Vinterfriluftsliv genom skidor och skridskor,IHV,IDA,1,0,1,1,0,triangulerad
GIH39E,Simning,IHV,IDA,1,0,1,1,0,triangulerad
GIH39F,Bedömning och betygssättning i idrott och hälsa,IHV,IDA,1,0,1,1,0,triangulerad
GIH39G,"Dans, gymnastik och friidrott",IHV,IDA,1,0,1,1,0,triangulerad
GIH39H,Humanbiologi 1,IHV,IDA,1,0,1,1,0,triangulerad
GIH3AM,Klättringens tränarskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH3AN,Idrott och hälsa I med didaktisk inriktning åk 4-6,IHV,IDA,1,0,1,1,0,triangulerad
GIH3AP,Idrott och hälsa I med didaktisk inriktning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3AQ,Styrketräningens teori och praktiska tillämpning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3C2,Journalistik: Sportreportage och sportkommentering,IHV,IDA,1,0,1,1,0,triangulerad
GIH3C3,,,,0,0,0,0,1,enbart_nedlagd
GIH3CS,Grundläggande idrottsfysiologi,IHV,IDA,1,0,1,1,0,triangulerad
GIH3D4,Träningslära för tävlingsinriktad idrott,IHV,IDA,1,0,1,1,0,triangulerad
GIH3D5,Träningslära för hälsoinriktad fysisk aktivitet,IHV,IDA,1,0,1,1,0,triangulerad
GIH3D6,Näringslära med inriktning mot idrott och fysisk aktivitet,IHV,IDA,1,0,1,1,0,triangulerad
GIH3F4,Idrottspsykologi med praktisk tillämpning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3F5,Idrottens organisation i samhället,IHV,IDA,1,0,1,1,0,triangulerad
GIH3F6,,,,0,0,0,0,1,enbart_nedlagd
GIH3F7,Idrottspedagogik,IHV,IDA,1,0,1,1,0,triangulerad
GIH3F8,Idrottens funktionella anatomi och biomekanik,IHV,IDA,1,0,1,1,0,triangulerad
GIH3F9,Hållbart idrottsledarskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH3FA,Coachning och idrottsdidaktik,IHV,IDA,1,0,1,1,0,triangulerad
GIH3FB,,,,0,0,0,0,1,enbart_nedlagd
GIH3FC,,,,0,0,0,0,1,enbart_nedlagd
GIH3FD,Träningslära,IHV,IDA,1,0,1,1,0,triangulerad
GIH3FE,,,,0,0,0,0,1,enbart_nedlagd
GIH3FF,Tillämpad Idrottsfysiologi,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G4,Examensarbete för högskoleexamen i idrotts- och hälsovetenskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G5,Idrottsvetenskaplig metod,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G6,Idrottsvetenskaplig fördjupning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G7,Prestationsanalys och träningsplanering,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G8,Coachning och träningsprocesser i praktiken,IHV,IDA,1,0,1,1,0,triangulerad
GIH3G9,Entreprenörskap inom idrott och hälsa,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GA,Examensarbete för kandidatexamen i idrotts- och hälsovetenskap,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GB,Introduktion till vetenskapligt skrivande och forskningsmetodik,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GC,Idrottsnutrition,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GD,Idrottspsykologi med praktisk tillämpning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GE,Idrottens organisation i samhället,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GF,Medier och kommunikation inom idrott,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GG,Idrottens funktionella anatomi och biomekanik,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GH,Åldersanpassad träning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GJ,Tillämpad motorisk färdighetsträning,IHV,IDA,1,0,1,1,0,triangulerad
GIH3GK,Idrottsmedicin,IHV,IDA,1,0,1,1,0,triangulerad
GIH3JL,Tillämpad idrottsfysiologi,IHV,IDA,1,0,1,1,0,triangulerad
GIK22B,,,,0,0,0,0,1,enbart_nedlagd
GIK22E,,,,0,0,0,0,1,enbart_nedlagd
GIK22G,,,,0,0,0,0,1,enbart_nedlagd
GIK22T,,,,0,0,0,0,1,enbart_nedlagd
GIK22V,,,,0,0,0,0,1,enbart_nedlagd
GIK22W,,,,0,0,0,0,1,enbart_nedlagd
GIK22X,,,,0,0,0,0,1,enbart_nedlagd
GIK233,,,,0,0,0,0,1,enbart_nedlagd
GIK237,,,,0,0,0,0,1,enbart_nedlagd
GIK238,,,,0,0,0,0,1,enbart_nedlagd
GIK23F,,,,0,0,0,0,1,enbart_nedlagd
GIK23H,,,,0,0,0,0,1,enbart_nedlagd
GIK23M,Introduktion till relationsdatabaser,IIT,IKA,1,0,1,1,0,triangulerad
GIK24G,,,,0,0,0,0,1,enbart_nedlagd
GIK258,,,,0,0,0,0,1,enbart_nedlagd
GIK26B,,,,0,0,0,0,1,enbart_nedlagd
GIK26C,,,,0,0,0,0,1,enbart_nedlagd
GIK26F,,,,0,0,0,0,1,enbart_nedlagd
GIK289,Objektorienterad programmering och problemlösning,IIT,IKA,1,0,1,1,0,triangulerad
GIK28T,Examensarbete för kandidatexamen i Informatik,IIT,IKA,1,0,1,1,0,triangulerad
GIK297,,,,0,0,0,0,1,enbart_nedlagd
GIK298,,,,0,0,0,0,1,enbart_nedlagd
GIK299,Objektorienterad programmering,IIT,IKA,1,0,1,1,0,triangulerad
GIK29B,Python- och R-programmering,IIT,IKA,1,0,1,1,0,triangulerad
