Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
GSK2PQ;Politik i Sverige och EU;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PR;Offentlig förvaltning;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PS;Internationella relationer;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PT;Samhällsvetenskapliga metoder I - inriktning statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PU;Examensarbete för högskoleexamen i statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PV;Samhällsvetenskapliga metoder II - inriktning statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2PW;Examensarbete för kandidatexamen i statsvetenskap;15;Samhällsvetenskapliga området;SA;100;VT2021
GSK2QE;Tematisk forskningsintroduktion i statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSK2UH;Examensarbete för högskoleexamen i statsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;VT2022
GSK2UJ;Examensarbete för kandidatexamen i statsvetenskap;15;Samhällsvetenskapliga området;SA;100;VT2022
GSK38P;Svensk politik och samhälle - kontinuitet och förändring;7,5;Samhällsvetenskapliga området;SA;100;HT2023
GSO2PL;Sociala exkluderingsprocesser;7,5;Samhällsvetenskapliga området;SA;100;VT2021
GSO2UA;Sociologi I;30;Samhällsvetenskapliga området;SA;100;VT2022
GSO2UC;Kriminologi i ett sociologiskt perspektiv;7,5;Samhällsvetenskapliga området;SA;100;VT2022
GSO2XU;Sociologi II;30;Samhällsvetenskapliga området;SA;100;HT2022
GSO2XV;Sociologi III;30;Samhällsvetenskapliga området;SA;100;HT2022
GSO33U;Sociologi III;30;Samhällsvetenskapliga området;SA;100;VT2023
GSO36X;Digitalisering och samhälle;7,5;Samhällsvetenskapliga området;SA;100;HT2023
GSO3D8;Introduktion till samhällsvetenskap;7,5;Samhällsvetenskapliga området;SA;100;HT2024
GSP28C;Spanska III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;VT2019
GSP28C;Spanska III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;VT2019
GSP2FQ;Spanska II med didaktisk inriktning;30;Humanistiska området;HU;75;VT2020
GSP2FQ;Spanska II med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2020
GSP2FR;Spanska, Språkdidaktik II;6;Humanistiska området;HU;75;VT2020
GSP2FR;Spanska, Språkdidaktik II;6;Undervisningsområdet;LU;25;VT2020
GSP2JH;Spanska för lärare åk 7-9, 45 hp (1-45 hp). Ingår i Lärarlyftet.;45;Humanistiska området;HU;100;HT2020
GSP2KS;Spanska III Lingvistisk inriktning: Kandidatexamensarbete;15;Humanistiska området;HU;100;HT2020
GSP2SK;Spanska I: Den spanskspråkiga världen - historia, kultur och samhälle;7,5;Humanistiska området;HU;100;HT2021
GSP2SL;Spanska I: Fonetik och muntlig språkfärdighet;7,5;Humanistiska området;HU;100;HT2021
GSP2SR;Spanska I: Språkfärdighet och grammatik;7,5;Humanistiska området;HU;100;HT2021
GSP2W6;Spanska: Språkdidaktik I;6;Humanistiska området;HU;75;VT2022
GSP2W6;Spanska: Språkdidaktik I;6;Undervisningsområdet;LU;25;VT2022
GSP2W7;Spanska I: Modern spanskspråkig litteratur;7,5;Humanistiska området;HU;100;VT2022
GSP2W8;Spanska I med didaktisk inriktning;30;Humanistiska området;HU;75;VT2022
GSP2W8;Spanska I med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2022
GSP2YT;Spanska II: Akademiskt skrivande;6;Humanistiska området;HU;100;HT2022
GSP39N;Spanska: Förberedande kurs;15;Humanistiska området;HU;100;HT2023
GSP3GW;Spanska III Lingvistisk inriktning: Kandidatexamensarbete;15;Humanistiska området;HU;100;HT2025
GSQ23J;Befolkning och sociala perspektiv;7,5;Tekniska området;TE;100;HT2018
GSQ23K;Planeringsprojekt;7,5;Samhällsvetenskapliga området;SA;25;HT2018
GSQ23K;Planeringsprojekt;7,5;Tekniska området;TE;75;HT2018
GSQ25F;Form och gestaltning;7,5;Samhällsvetenskapliga området;SA;25;HT2018
GSQ25F;Form och gestaltning;7,5;Tekniska området;TE;75;HT2018
GSQ25J;Vetenskaplig metod;7,5;Samhällsvetenskapliga området;SA;25;HT2018
GSQ25J;Vetenskaplig metod;7,5;Tekniska området;TE;75;HT2018
GSQ25K;Stadsbyggnad;7,5;Samhällsvetenskapliga området;SA;25;HT2018
GSQ25K;Stadsbyggnad;7,5;Tekniska området;TE;75;HT2018
GSQ25N;Examensarbete för kandidatexamen i Samhällsbyggnadsteknik;15;Samhällsvetenskapliga området;SA;25;HT2018
GSQ25N;Examensarbete för kandidatexamen i Samhällsbyggnadsteknik;15;Tekniska området;TE;75;HT2018
GSQ2DH;Introduktion till GIS;7,5;Samhällsvetenskapliga området;SA;25;VT2020
GSQ2DH;Introduktion till GIS;7,5;Tekniska området;TE;75;VT2020
GSQ2H7;Gestaltad livsmiljö;15;Samhällsvetenskapliga området;SA;25;HT2020
GSQ2H7;Gestaltad livsmiljö;15;Tekniska området;TE;75;HT2020
GSQ2J4;Regional och ekonomisk planering;7,5;Samhällsvetenskapliga området;SA;25;HT2020
GSQ2J4;Regional och ekonomisk planering;7,5;Tekniska området;TE;75;HT2020
GSQ2L8;Fysisk planering II - översiktsplanering;7,5;Samhällsvetenskapliga området;SA;25;HT2020
GSQ2L8;Fysisk planering II - översiktsplanering;7,5;Tekniska området;TE;75;HT2020
GSQ2L9;Geografiska Informationssystem för samhällsplanering;7,5;Samhällsvetenskapliga området;SA;25;HT2020
GSQ2L9;Geografiska Informationssystem för samhällsplanering;7,5;Tekniska området;TE;75;HT2020
GSQ2LA;Samhällsplanering och IT;7,5;Samhällsvetenskapliga området;SA;25;HT2020
GSQ2LA;Samhällsplanering och IT;7,5;Tekniska området;TE;75;HT2020
GSQ2MC;Trafikplanering;7,5;Samhällsvetenskapliga området;SA;25;VT2021
GSQ2MC;Trafikplanering;7,5;Tekniska området;TE;75;VT2021
GSQ2PH;Fysisk planering III - genomförande och juridisk fördjupning;7,5;Samhällsvetenskapliga området;SA;25;VT2021
GSQ2PH;Fysisk planering III - genomförande och juridisk fördjupning;7,5;Tekniska området;TE;75;VT2021
GSQ2R5;Urban och regional analys;7,5;Samhällsvetenskapliga området;SA;25;HT2021
GSQ2R5;Urban och regional analys;7,5;Tekniska området;TE;75;HT2021
GSQ2VY;Demografisk och social planering;7,5;Samhällsvetenskapliga området;SA;25;VT2022
GSQ2VY;Demografisk och social planering;7,5;Tekniska området;TE;75;VT2022
GSQ2WM;Introduktion till Geografiska Informationssystem för samhällsplanering;7,5;Samhällsvetenskapliga området;SA;25;HT2022
GSQ2WM;Introduktion till Geografiska Informationssystem för samhällsplanering;7,5;Tekniska området;TE;75;HT2022
GSQ2Y2;Vetenskaplig metod;7,5;Samhällsvetenskapliga området;SA;25;HT2022
GSQ2Y2;Vetenskaplig metod;7,5;Tekniska området;TE;75;HT2022
GSQ33M;Planeringsprojekt;7,5;Samhällsvetenskapliga området;SA;25;VT2023
GSQ33M;Planeringsprojekt;7,5;Tekniska området;TE;75;VT2023
GSQ33N;Stadsbyggnad;7,5;Samhällsvetenskapliga området;SA;25;VT2023
GSQ33N;Stadsbyggnad;7,5;Tekniska området;TE;75;VT2023
GSR2A5;Ungdomar och unga vuxnas reproduktiva hälsa och rättigheter I;7,5;Medicinska området;ME;25;HT2019
GSR2A5;Ungdomar och unga vuxnas reproduktiva hälsa och rättigheter I;7,5;Vårdområdet;VÅ;75;HT2019
GSR2KZ;Människa, hälsa, hållbarhet i ett mångkulturellt samhälle;7,5;Medicinska området;ME;25;HT2020
GSR2KZ;Människa, hälsa, hållbarhet i ett mångkulturellt samhälle;7,5;Vårdområdet;VÅ;75;HT2020
GSR2ZH;Ungdomar och unga vuxnas sexuella och reproduktiva hälsa och rättigheter I;7,5;Medicinska området;ME;25;HT2022
GSR2ZH;Ungdomar och unga vuxnas sexuella och reproduktiva hälsa och rättigheter I;7,5;Vårdområdet;VÅ;75;HT2022
GSR38B;Sexuell och reproduktiv hälsa samt rättigheter för ungdomar och unga vuxna i Ukraina;7,5;Medicinska området;ME;25;HT2023
GSR38B;Sexuell och reproduktiv hälsa samt rättigheter för ungdomar och unga vuxna i Ukraina;7,5;Vårdområdet;VÅ;75;HT2023
GSR3BZ;Global sexuell och reproduktiv hälsa samt rättigheter för ungdomar och unga vuxna;7,5;Medicinska området;ME;25;HT2024
GSR3BZ;Global sexuell och reproduktiv hälsa samt rättigheter för ungdomar och unga vuxna;7,5;Vårdområdet;VÅ;75;HT2024
GSS22M;Studiehandledning på modersmål;7,5;Humanistiska området;HU;100;VT2018
GSS22P;Den globala skolan - förskola och grundskola;7,5;Humanistiska området;HU;100;VT2018
GSS2BY;Svenska språkets struktur i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;HT2019
GSS2BZ;Skriftspråksutveckling i ett flerspråkigt perspektiv;7,5;Humanistiska området;HU;100;HT2019
GSS2C4;Bedömning och respons i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;HT2019
GSS2C5;Fonetik och uttal i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;HT2019
GSS2C6;Fiktionsberättande  och elevtext i ett flerspråkigt perspektiv;7,5;Humanistiska området;HU;100;HT2019
GSS2FJ;Flerspråkighet och andraspråksutveckling;7,5;Humanistiska området;HU;100;VT2020
GSS2FK;Svenska som andraspråk I med didaktisk inriktning;30;Humanistiska området;HU;75;VT2020
GSS2FK;Svenska som andraspråk I med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2020
GSS2G8;Svenska som andraspråk för lärare i åk 4-6, 30 hp (1-30 hp). Ingår i Lärarlyftet.;30;Humanistiska området;HU;100;VT2020
GSS2GP;Modersmål: Arabiska III med didaktisk inriktning;30;Humanistiska området;HU;75;VT2020
GSS2GP;Modersmål: Arabiska III med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2020
GSS2J5;Svenska i vardags-, samhälls- och arbetsliv för internationella studenter;67,5;Humanistiska området;HU;100;HT2020
GSS2JA;Svenska som andraspråk för lärare i gymnasieskolan, 90 hp (1-90 hp). Ingår i Lärarlyftet.;90;Humanistiska området;HU;100;HT2020
GSS2L2;Modersmål: Arabiska I med didaktisk inriktning;30;Humanistiska området;HU;75;HT2020
GSS2L2;Modersmål: Arabiska I med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2020
GSS2MN;Svenska som andraspråk II med didaktisk inriktning;30;Humanistiska området;HU;75;VT2021
GSS2MN;Svenska som andraspråk II med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2021
GSS2QV;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;HT2021
GSS2QV;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;HT2021
GSS2XE;Svenska som andraspråk för lärare i gymnasieskolan, 90 hp (1-90 hp). Ingår i Lärarlyftet.;90;Humanistiska området;HU;100;HT2022
GSS35H;Modersmål: Arabiska II med didaktisk inriktning;30;Humanistiska området;HU;75;HT2023
GSS35H;Modersmål: Arabiska II med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2023
GSS36C;Sociolingvistik i ett flerspråkigt perspektiv;7,5;Humanistiska området;HU;100;HT2023
GSS39P;Svenska som andraspråk III - Andraspråksforskning: en forskningsöversikt;7,5;Humanistiska området;HU;100;HT2023
GSS39Q;Svenska som andraspråk III - Andraspråksforskning: tematisk fördjupning;7,5;Humanistiska området;HU;100;HT2023
GSS39R;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;HT2023
GSS39R;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;HT2023
GSS39S;Den globala skolan - undervisning inom grundskolan;7,5;Humanistiska området;HU;100;HT2023
GSS39T;Den globala skolan - undervisning inom gymnasieskolan;7,5;Humanistiska området;HU;100;HT2023
GSS39U;Den globala skolan - undervisning inom vuxenutbildningen;7,5;Humanistiska området;HU;100;HT2023
GSS3BG;Grundläggande svenska som andraspråk I (nivå CEFR A1-A2.1);7,5;Humanistiska området;HU;100;HT2024
GSS3BH;Grundläggande svenska som andraspråk  II (nivå CEFR A2.2);7,5;Humanistiska området;HU;100;HT2024
GSS3BJ;Grundläggande svenska som andraspråk III (nivå CEFR B1.1);7,5;Humanistiska området;HU;100;HT2024
GSS3BK;Grundläggande svenska som andraspråk IV (nivå CEFR B1.2);7,5;Humanistiska området;HU;100;HT2024
GSS3BL;Grundläggande svenska som andraspråk V (nivå CEFR B2);15;Humanistiska området;HU;100;HT2024
GSS3BM;Språk, undervisning och lärande i ett andraspråksperspektiv;7,5;Humanistiska området;HU;100;HT2024
GSS3BN;Svenska som andraspråk II med didaktisk inriktning;30;Humanistiska området;HU;75;HT2024
GSS3BN;Svenska som andraspråk II med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2024
GSS3BP;Bedömning av avancerade språkfärdigheter hos inlärare av svenska som andraspråk;7,5;Humanistiska området;HU;100;HT2024
GSS3C6;Lärande genom fiktionstext i gymnasieskolan;7,5;Humanistiska området;HU;100;HT2024
GSS3C7;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;75;HT2024
GSS3C7;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Undervisningsområdet;LU;25;HT2024
GSS3H8;Svenska som andraspråk II;30;Humanistiska området;HU;100;HT2025
GSS3H9;Ämnesspecifikt språk;7,5;Humanistiska området;HU;100;HT2025
GSS3HB;Modersmål med didaktisk inriktning;30;Humanistiska området;HU;100;HT2025
GSS3HC;Introduktion till modersmålsundervisning och studiehandledning på modersmålet;7,5;Humanistiska området;HU;100;HT2025
GSS3HD;Språkdidaktik med fokus på modersmål och flerspråkighet;7,5;Humanistiska området;HU;100;HT2025
GSS3HE;Sociolingvistiska perspektiv på modersmålsundervisning;7,5;Humanistiska området;HU;100;HT2025
GSS3HF;Flerspråkiga perspektiv på skriftspråksutveckling;7,5;Humanistiska området;HU;100;HT2025
GSS3HG;Svenska som andraspråk III med didaktisk inriktning för gymnasieskolan;30;Humanistiska området;HU;100;HT2025
GSS3HH;Lärande genom fiktionstext i gymnasieskolan;7,5;Humanistiska området;HU;100;HT2025
GSS3HJ;Svenska som andraspråk II med didaktisk inriktning;30;Humanistiska området;HU;100;HT2025
GST2CL;Statistisk analys;7,5;Naturvetenskapliga området;NA;100;VT2020
GSV2BN;Svenska: Text och tal;7,5;Humanistiska området;HU;100;HT2019
GSV2BP;Svenska: Barn- och ungdomslitteratur i samhällsdialog;7,5;Humanistiska området;HU;100;HT2019
GSV2P9;Läs- och skrivinlärning för förskollärare i förskoleklass;15;Humanistiska området;HU;100;VT2021
GSV2ZU;Svenska 1 för grundlärare 4-6;15;Humanistiska området;HU;25;VT2023
GSV2ZU;Svenska 1 för grundlärare 4-6;15;Undervisningsområdet;LU;75;VT2023
GSV2ZV;Svenska 1 för grundlärare F-3;15;Humanistiska området;HU;25;VT2023
GSV2ZV;Svenska 1 för grundlärare F-3;15;Undervisningsområdet;LU;75;VT2023
GSV2ZW;Svenska 2 för grundlärare F-3;15;Humanistiska området;HU;25;VT2023
GSV2ZW;Svenska 2 för grundlärare F-3;15;Undervisningsområdet;LU;75;VT2023
GSV2ZX;Svenska 2 för grundlärare 4-6;15;Humanistiska området;HU;25;VT2023
GSV2ZX;Svenska 2 för grundlärare 4-6;15;Undervisningsområdet;LU;75;VT2023
GSV3DD;Svenska med didaktisk inriktning I;30;Humanistiska området;HU;75;HT2024
GSV3DD;Svenska med didaktisk inriktning I;30;Undervisningsområdet;LU;25;HT2024
GSV3DE;Svenska med didaktisk inriktning II;30;Humanistiska området;HU;75;HT2024
GSV3DE;Svenska med didaktisk inriktning II;30;Undervisningsområdet;LU;25;HT2024
GSV3DF;Svenska med didaktisk inriktning III för gymnasieskolan;30;Humanistiska området;HU;75;HT2024
GSV3DF;Svenska med didaktisk inriktning III för gymnasieskolan;30;Undervisningsområdet;LU;25;HT2024
GSV3FP;Språk-, läs- och skrivutveckling i förskoleklass och årskurs 13 utifrån första- och andraspråksperspektiv;7,5;Humanistiska området;HU;100;VT2025
GSV3JE;Språk-, läs- och skrivutveckling i åldrarna 59 år;15;Humanistiska området;HU;100;VT2026
GT1040;Examensarbete för högskoleexamen i Grafisk teknologi;7,5;Tekniska området;TE;100;HT2015
GT1041;Grafisk design och profilering;7,5;Tekniska området;TE;100;VT2016
GT1044;Typografi och layout 2;7,5;Tekniska området;TE;100;VT2017
GT1045;Trycksaksproduktion;7,5;Tekniska området;TE;100;VT2017
GT2047;Examensarbete för kandidatexamen i Grafisk teknologi;15;Tekniska området;TE;100;HT2015
GTR22D;Samhällsvetenskaplig forskningsmetod;7,5;Samhällsvetenskapliga området;SA;100;VT2018
GTR265;Resurser och produkter för turism;7,5;Samhällsvetenskapliga området;SA;100;VT2019
GTR26E;Internationella evenemang och festivaler;7,5;Samhällsvetenskapliga området;SA;100;VT2019
GTR296;Management och marknadsföring av upplevelser;7,5;Samhällsvetenskapliga området;SA;100;VT2019
GTR29Q;Hållbar destinationsplanering och utveckling;15;Samhällsvetenskapliga området;SA;100;HT2019
GTR2CT;Introduktion till turism;15;Samhällsvetenskapliga området;SA;100;VT2020
GTR2DG;Kvantitativ metod;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GTR2DP;Kvalitativ metod;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GTR2G6;Fokusområden inom turism;7,5;Samhällsvetenskapliga området;SA;100;VT2020
GTR2HA;Verksamhetsförlagt projekt i Turismvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2020
GTR2K8;Eventstudier;7,5;Samhällsvetenskapliga området;SA;100;HT2020
GTR2UM;Naturbaserad turism;7,5;Samhällsvetenskapliga området;SA;100;VT2022
GTR2UP;Turismens principer och praktiker;7,5;Samhällsvetenskapliga området;SA;100;VT2022
GTR3A4;Kvantitativ metod;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GTR3AU;Turismmarknadsföring;7,5;Samhällsvetenskapliga området;SA;100;VT2024
GTR3B6;Sälenfjällen - Platsen och besöksnäringen;5;Samhällsvetenskapliga området;SA;100;VT2024
GTR3D7;Kungliga Djurgården  Platsen och besöksnäringen;5;Samhällsvetenskapliga området;SA;100;HT2024
GTY23C;Tyskspråkig barn- och ungdomslitteratur;7,5;Humanistiska området;HU;100;VT2019
GTY2N3;Tyska: Språk och nya medier;7,5;Humanistiska området;HU;100;VT2021
GTY2N4;Tyskspråkig nutidslitteratur och litteraturkritik;7,5;Humanistiska området;HU;100;VT2021
GTY2N5;Tyska III med didaktisk inriktning;30;Humanistiska området;HU;75;VT2021
GTY2N5;Tyska III med didaktisk inriktning;30;Undervisningsområdet;LU;25;VT2021
GTY2ST;Tyska: Tysk grammatik med textkommentar;7,5;Humanistiska området;HU;100;HT2021
GTY2SU;Tyska: Tysk grammatik;7,5;Humanistiska området;HU;100;HT2021
GTY2SV;Tyska: Tyskspråkig litteratur och litteraturdidaktik i teori och praktik;7,5;Humanistiska området;HU;100;HT2021
GTY2SW;Tyska: Modern tyskspråkig litteratur;7,5;Humanistiska området;HU;100;HT2021
GTY2SY;Tyska: Processkrivning;5;Humanistiska området;HU;100;HT2021
GTY2SZ;Tyska: Muntlig språkfärdighet med kulturkunskap I;5;Humanistiska området;HU;100;HT2021
GTY2W5;Tyska: Skriftlig språkfärdighet I;7,5;Humanistiska området;HU;100;VT2022
GTY32H;Tyska: Språkdidaktik II;6;Humanistiska området;HU;75;VT2023
GTY32H;Tyska: Språkdidaktik II;6;Undervisningsområdet;LU;25;VT2023
GTY369;Tyska: Muntlig språkfärdighet med fonetik och kulturkunskap I;7,5;Humanistiska området;HU;100;HT2023
GTY3CT;Tyska I med didaktisk inriktning;30;Humanistiska området;HU;75;HT2024
GTY3CT;Tyska I med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2024
GTY3CU;Tyska II med didaktisk inriktning;30;Humanistiska området;HU;75;HT2024
GTY3CU;Tyska II med didaktisk inriktning;30;Undervisningsområdet;LU;25;HT2024
GTY3J5;Tyska II: Grammatik och vetenskapligt skrivande;7,5;Humanistiska området;HU;100;VT2026
GTY3J6;Tyska II: Språk- och litteraturhistoria;7,5;Humanistiska området;HU;100;VT2026
GTY3J7;Tyska II: Muntlig språkfärdighet och kulturkunskap;7,5;Humanistiska området;HU;100;VT2026
GTY3J8;Tyska II: Tyskspråkig barn- och ungdomslitteratur;7,5;Humanistiska området;HU;100;VT2026
GTY3J9;Tyska II med didaktisk inriktning;30;Humanistiska området;HU;100;VT2026
GTY3JA;Tyska III: Introduktion till tysk språkvetenskap;7,5;Humanistiska området;HU;100;VT2026
GTY3JB;Tyska III med didaktisk inriktning;30;Humanistiska området;HU;100;VT2026
GVV3JJ;Människokroppen och funktionsnedsättningar;15;Vårdområdet;VÅ;100;VT2026
GVV3JK;Mätmetoder för tillämpningar inom assisterande teknik;7,5;Vårdområdet;VÅ;100;VT2026
